session_id,date,session_start,session_source,session_medium,session_campaign,default_channel_group,landing_page,gclid,conversion_event,event_name,event_timestamp
S0168,2026-05-21 00:48:00,2026-05-21 00:48:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/collections/outdoor?utm_source=google&utm_medium=cpc,CjwKCAjw456def,,page_view,
S0169,2026-05-27 00:39:00,2026-05-27 00:39:00,facebook,paid,spring-sale-social,Paid Social,https://www.harborgoods.com/collections/outdoor,,,page_view,
S0170,2026-05-05 07:42:00,2026-05-05 07:42:00,(direct),(none),spring-sale-search,Direct,https://www.harborgoods.com/pages/contact,CjwKCAjw456def,,page_view,
S0171,2026-05-15 11:16:00,2026-05-15 11:16:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/products/harbor-chair?utm_source=partnerco&utm_medium=referral,,,page_view,
S0172,2026-05-06 09:38:00,2026-05-06 09:38:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/collections/sale,CjwKCAjw123abc,,page_view,
S0173,2026-05-25 02:19:00,2026-05-25 02:19:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw123abc,,page_view,
S0174,2026-05-30 04:36:00,2026-05-30 04:36:00,bing,Cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=bing&utm_medium=Cpc,CjwKCAjw012jkl,,page_view,
S0175,2026-05-07 01:37:00,2026-05-07 01:37:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/collections/sale,CjwKCAjw456def,,page_view,
S0176,2026-05-04 11:49:00,2026-05-04 11:49:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale,,,page_view,
S0177,2026-05-20 12:07:00,2026-05-20 12:07:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/pages/contact?utm_source=partnerco&utm_medium=referral,,,page_view,
S0178,2026-05-26 00:22:00,2026-05-26 00:22:00,(direct),(none),,Direct,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0179,2026-05-22 05:04:00,2026-05-22 05:04:00,(direct),(none),,Direct,https://www.harborgoods.com/collections/sale,,,page_view,
S0180,2026-05-11 00:54:00,2026-05-11 00:54:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/products/coastal-table?utm_source=instagram&utm_medium=social,,,page_view,
S0181,2026-05-04 06:23:00,2026-05-04 06:23:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/coastal-table,CjwKCAjw678pqr,,page_view,
S0182,2026-05-05 06:11:00,2026-05-05 06:11:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw678pqr,,page_view,
S0183,2026-05-09 09:51:00,2026-05-09 09:51:00,(direct),(none),,Direct,https://www.harborgoods.com/products/coastal-table?utm_source=(direct)&utm_medium=(none),,,page_view,
S0184,2026-05-15 06:52:00,2026-05-15 06:52:00,facebook,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw789ghi,,page_view,
S0185,2026-05-28 03:53:00,2026-05-28 03:53:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/products/harbor-chair,CjwKCAjw012jkl,,page_view,
S0186,2026-05-08 12:29:00,2026-05-08 12:29:00,(direct),(none),,Direct,https://www.harborgoods.com/pages/contact?utm_source=(direct)&utm_medium=(none),,,page_view,
S0187,2026-05-22 06:21:00,2026-05-22 06:21:00,(direct),(none),spring-sale-search,Direct,https://www.harborgoods.com/products/coastal-table,CjwKCAjw901stu,,page_view,
S0188,2026-05-11 02:31:00,2026-05-11 02:31:00,facebook,paid,spring-sale-social,Paid Social,https://www.harborgoods.com/products/harbor-chair,,,page_view,
S0189,2026-05-26 04:21:00,2026-05-26 04:21:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/pages/contact?utm_source=newsletter&utm_medium=email,,,page_view,
S0190,2026-05-23 04:35:00,2026-05-23 04:35:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw456def,,page_view,
S0191,2026-05-03 03:46:00,2026-05-03 03:46:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0192,2026-05-18 12:15:00,2026-05-18 12:15:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=bing&utm_medium=cpc,CjwKCAjw678pqr,,page_view,
S0193,2026-05-23 07:28:00,2026-05-23 07:28:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/,,,page_view,
S0194,2026-05-03 04:14:00,2026-05-03 04:14:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/collections/sale,,,page_view,
S0195,2026-05-08 04:42:00,2026-05-08 04:42:00,(direct),(none),,Direct,https://www.harborgoods.com/products/harbor-chair?utm_source=(direct)&utm_medium=(none),,,page_view,
S0196,2026-05-16 08:33:00,2026-05-16 08:33:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0197,2026-05-24 08:21:00,2026-05-24 08:21:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale,,,page_view,
S0198,2026-05-15 04:19:00,2026-05-15 04:19:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/outdoor?utm_source=newsletter&utm_medium=email,,,page_view,
S0199,2026-05-04 11:12:00,2026-05-04 11:12:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/,,,page_view,
S0200,2026-05-24 08:48:00,2026-05-24 08:48:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/collections/outdoor,CjwKCAjw456def,,page_view,
S0201,2026-05-07 11:30:00,2026-05-07 11:30:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale?utm_source=newsletter&utm_medium=email,,,page_view,
S0202,2026-05-19 12:33:00,2026-05-19 12:33:00,(direct),(none),,Direct,https://www.harborgoods.com/products/harbor-chair,,,page_view,
S0203,2026-05-04 03:18:00,2026-05-04 03:18:00,facebook,CPC,spring-sale-social,Paid Social,https://www.harborgoods.com/products/harbor-chair,,,page_view,
S0204,2026-05-10 00:45:00,2026-05-10 00:45:00,(direct),(none),,Direct,https://www.harborgoods.com/collections/outdoor?utm_source=(direct)&utm_medium=(none),,,page_view,
S0205,2026-05-09 00:03:00,2026-05-09 00:03:00,(direct),(none),,Direct,https://www.harborgoods.com/products/harbor-chair,,,page_view,
S0206,2026-05-23 02:40:00,2026-05-23 02:40:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0207,2026-05-04 00:36:00,2026-05-04 00:36:00,facebook,email,may-newsletter,Email,https://www.harborgoods.com/products/coastal-table?utm_source=facebook&utm_medium=email,,,page_view,
S0208,2026-05-15 05:11:00,2026-05-15 05:11:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/products/harbor-chair,CjwKCAjw901stu,,page_view,
S0209,2026-05-16 01:52:00,2026-05-16 01:52:00,(direct),(none),spring-sale-search,Direct,https://www.harborgoods.com/products/coastal-table,CjwKCAjw012jkl,,page_view,
S0210,2026-05-03 09:40:00,2026-05-03 09:40:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/?utm_source=bing&utm_medium=cpc,CjwKCAjw456def,,page_view,
S0211,2026-05-05 12:36:00,2026-05-05 12:36:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/,,,page_view,
S0212,2026-05-08 01:35:00,2026-05-08 01:35:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0213,2026-05-20 09:50:00,2026-05-20 09:50:00,(direct),(none),,Direct,https://www.harborgoods.com/collections/outdoor?utm_source=(direct)&utm_medium=(none),,,page_view,
S0214,2026-05-25 08:24:00,2026-05-25 08:24:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/products/coastal-table,,,page_view,
S0215,2026-05-10 09:27:00,2026-05-10 09:27:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/pages/contact,,,page_view,
S0216,2026-05-20 00:39:00,2026-05-20 00:39:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/?utm_source=bing&utm_medium=cpc,CjwKCAjw901stu,,page_view,
S0217,2026-05-07 10:13:00,2026-05-07 10:13:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale,,,page_view,
S0218,2026-05-03 02:15:00,2026-05-03 02:15:00,facebook,paid,spring-sale-social,Paid Social,https://www.harborgoods.com/pages/contact,,,page_view,
S0219,2026-05-03 02:00:00,2026-05-03 02:00:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/products/coastal-table?utm_source=instagram&utm_medium=social,,,page_view,
S0220,2026-05-23 09:30:00,2026-05-23 09:30:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/,,,page_view,
S0042,2026-05-16 00:07:00,2026-05-16 00:07:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/products/harbor-chair?utm_source=newsletter&utm_medium=email,,purchase,purchase,2026-05-16 00:07:00
S0058,2026-05-04 01:42:00,2026-05-04 01:42:00,instagram,cpc,organic-social,Organic Social,https://www.harborgoods.com/products/harbor-chair,,purchase,purchase,2026-05-04 01:44:00
S0071,2026-05-22 11:31:00,2026-05-22 11:31:00,facebook,paid,spring-sale-social,Paid Social,https://www.harborgoods.com/collections/outdoor,,generate_lead,generate_lead,2026-05-22 11:32:00
S0093,2026-05-09 00:05:00,2026-05-09 00:05:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=bing&utm_medium=cpc,CjwKCAjw901stu,phone_call_conversion,phone_call_conversion,2026-05-09 00:05:00
S0105,2026-05-30 05:50:00,2026-05-30 05:50:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/collections/sale?utm_source=instagram&utm_medium=social,,phone_call_conversion,phone_call_conversion,2026-05-30 05:53:00
S0120,2026-05-20 05:42:00,2026-05-20 05:42:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/?utm_source=partnerco&utm_medium=referral,,purchase,purchase,2026-05-20 05:42:00
S0133,2026-05-16 09:54:00,2026-05-16 09:54:00,partnerco,referral,partner-q2,Referral,https://www.harborgoods.com/,,generate_lead,generate_lead,2026-05-16 09:54:00
S0147,2026-05-23 04:15:00,2026-05-23 04:15:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/products/harbor-chair?utm_source=newsletter&utm_medium=email,,phone_call_conversion,phone_call_conversion,2026-05-23 04:19:00
S0156,2026-05-18 11:47:00,2026-05-18 11:47:00,(direct),(none),,Direct,https://www.harborgoods.com/pages/contact?utm_source=(direct)&utm_medium=(none),,purchase,purchase,2026-05-18 11:48:00
S0168,2026-05-21 00:48:00,2026-05-21 00:48:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/collections/outdoor?utm_source=google&utm_medium=cpc,CjwKCAjw456def,generate_lead,generate_lead,2026-05-21 00:50:00
S0182,2026-05-05 06:11:00,2026-05-05 06:11:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw678pqr,purchase,purchase,2026-05-05 06:11:00
S0195,2026-05-08 04:42:00,2026-05-08 04:42:00,(direct),(none),,Direct,https://www.harborgoods.com/products/harbor-chair?utm_source=(direct)&utm_medium=(none),,phone_call_conversion,phone_call_conversion,2026-05-08 04:42:00
S0201,2026-05-07 11:30:00,2026-05-07 11:30:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale?utm_source=newsletter&utm_medium=email,,purchase,purchase,2026-05-07 11:30:00
S0210,2026-05-03 09:40:00,2026-05-03 09:40:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/?utm_source=bing&utm_medium=cpc,CjwKCAjw456def,generate_lead,generate_lead,2026-05-03 09:40:00
S0215,2026-05-10 09:27:00,2026-05-10 09:27:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/pages/contact,,phone_call_conversion,phone_call_conversion,2026-05-10 09:29:00
S0218,2026-05-03 02:15:00,2026-05-03 02:15:00,facebook,paid,spring-sale-social,Paid Social,https://www.harborgoods.com/pages/contact,,purchase,purchase,2026-05-03 02:15:00
S0220,2026-05-23 09:30:00,2026-05-23 09:30:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/,,generate_lead,generate_lead,2026-05-23 09:30:00
S0067,2026-05-14 07:30:00,2026-05-14 07:30:00,(direct),(none),spring-sale-social,Direct,https://www.harborgoods.com/products/coastal-table,,purchase,purchase,2026-05-14 07:35:00
S0112,2026-05-21 08:25:00,2026-05-21 08:25:00,(direct),(none),spring-sale-bing,Direct,https://www.harborgoods.com/pages/contact,CjwKCAjw789ghi,purchase,purchase,2026-05-21 08:30:00
S0178,2026-05-26 00:22:00,2026-05-26 00:22:00,(direct),(none),,Direct,https://www.harborgoods.com/products/coastal-table,,purchase,purchase,2026-05-26 00:27:00
S0209,2026-05-16 01:52:00,2026-05-16 01:52:00,(direct),(none),spring-sale-search,Direct,https://www.harborgoods.com/products/coastal-table,CjwKCAjw012jkl,purchase,purchase,2026-05-16 01:57:00
S0033,2026-05-20 07:33:00,2026-05-20 07:33:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/pages/contact?utm_source=newsletter&utm_medium=email,,purchase,purchase,2026-06-24 07:33:00
S0060,2026-05-21 10:06:00,2026-05-21 10:06:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=google&utm_medium=cpc,CjwKCAjw678pqr,,page_view,
S0074,2026-05-02 09:30:00,2026-05-02 09:30:00,(direct),(none),,Direct,https://www.harborgoods.com/pages/contact,,,page_view,
S0181,2026-05-04 06:23:00,2026-05-04 06:23:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/coastal-table,CjwKCAjw678pqr,,page_view,
S0073,2026-05-18 00:47:00,2026-05-18 00:47:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/,,,scroll,
S0180,2026-05-11 00:54:00,2026-05-11 00:54:00,instagram,social,organic-social,Organic Social,https://www.harborgoods.com/products/coastal-table?utm_source=instagram&utm_medium=social,,,scroll,
S0117,2026-05-02 11:27:00,2026-05-02 11:27:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/pages/contact?utm_source=google&utm_medium=cpc,CjwKCAjw901stu,,scroll,
S0019,2026-05-30 10:41:00,2026-05-30 10:41:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/pages/contact,CjwKCAjw678pqr,,view_item,
S0176,2026-05-04 11:49:00,2026-05-04 11:49:00,newsletter,email,may-newsletter,Email,https://www.harborgoods.com/collections/sale,,,view_item,
S0060,2026-05-21 10:06:00,2026-05-21 10:06:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=google&utm_medium=cpc,CjwKCAjw678pqr,,view_item,
S0068,2026-05-29 00:10:00,2026-05-29 00:10:00,(direct),(none),organic-social,Direct,https://www.harborgoods.com/,,,add_to_cart,
S0202,2026-05-19 12:33:00,2026-05-19 12:33:00,(direct),(none),,Direct,https://www.harborgoods.com/products/harbor-chair,,,click,
S0203,2026-05-04 03:18:00,2026-05-04 03:18:00,facebook,CPC,spring-sale-social,Paid Social,https://www.harborgoods.com/products/harbor-chair,,,click,
S0161,2026-05-18 00:58:00,2026-05-18 00:58:00,FaceBook,social,organic-social,Organic Social,https://www.harborgoods.com/pages/contact,,,click,
S0012,2026-05-24 07:34:00,2026-05-24 07:34:00,google,cpc,spring-sale-search,Paid Search,https://www.harborgoods.com/products/coastal-table?utm_source=google&utm_medium=cpc,CjwKCAjw123abc,phone_call_conversion,phone_call_conversion,2026-05-08 14:32:02
S0001,2026-05-21 01:01:00,2026-05-21 01:01:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/harbor-chair,CjwKCAjw456def,phone_call_conversion,phone_call_conversion,2026-05-12 10:15:01
S0049,2026-05-10 06:42:00,2026-05-10 06:42:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/products/harbor-chair,CjwKCAjw012jkl,phone_call_conversion,phone_call_conversion,2026-05-22 15:30:03
S0021,2026-05-15 06:17:00,2026-05-15 06:17:00,bing,cpc,spring-sale-bing,Paid Search,https://www.harborgoods.com/collections/sale?utm_source=bing&utm_medium=cpc,CjwKCAjw345mno,phone_call_conversion,phone_call_conversion,2026-05-26 17:55:02
